Case Name,Status,Progress,Summary,State,BillTrack50 Link,Last Activity Date,Representatives to Contact,Sponsors,Yea Votes,Nay Votes,Category
TX HB22,Failed,Introduced,"This bill would classify all gender-affirming care given to a minor as abuse, federal offense. It specifies all hormone blockers or other hormonal treatments, as well any surgeries, with the exception for any ""intersex"" child. Intersex here is defined as anyone with chromosomal, gonadal, genital, or endocrine conditions not suited to typical definitions of male and female, or are ambiguously sexed. Identical to SB28, barring minor formatting changes, similar to HB26, but less detailed.",Texas,https://legiscan.com/TX/bill/HB22/2021/X3,9/9/2021,,"Steve Toth, Briscoe Cain, Cole Hefner, Phil King, Will Metcalf, Tan Parker, Jared Patterson, David Spiller, Valoree Swanson, Cody Vasut",,,
TX HB24,Failed,Introduced,"This is a sports bill that requires a school's interscholastic athletic program only allow students to participate on teams corresponding to their ""biological sex"", as determined by birth certificate. It explicitly states that only birth certificates that are from the time of birth or adjusted for clerical errors are valid for this determination. Also says Universities must adopt rules in accordance with this bill, clarifying that a female student may join a male teams if there are no female equivalents. Similar to SB3, HB10, SB27, and HB84",Texas,https://legiscan.com/TX/bill/HB24/2021/X3,9/9/2021,,Bryan Slaton,,,
TX HB26,Failed,Introduced,"This bill would classify all care given to a minor for the purpose of gender affirmation as abuse, federal offense. It specifies all hormone blockers or other hormonal treatments, as well any surgeries, in great detail. This including the removal of any otherwise healthy tissue. The exception to this is any intersex children, intersex here defined as anyone with specific chromosomal conditions or having both ovarian and testicular tissue. It also clarifies medical professional and mental health professional to include all registered doctors, nurses, psychologist, psychiatrist, social worker, marriage and family therapist, mental health counselor, or educational psychologist, amongst others. Similar to SB28 and HB22, but more detailed.",Texas,https://legiscan.com/TX/bill/HB26/2021/X3,9/9/2021,,Bryan Slaton,,,
TX HB38,Failed,Failed,"Demographic: all minors but the amendments do not apply to acts towards:
children born before 08/31/2010
children who have started treatment or have undergone surgeries under the care of a licenced physician before the act takes effect

The bill is an amendment to Section 261.001, Family Code that states the definition of child abuse.

The bill adds the following as definitions of child abuse to the current text:
Consenting to, supplying, administering or assisting the administration or supply of prescription puberty suppressants or cross-sex hormones to a child for the purpose of transitioning or gender reassignment - exception is made for intersex children
Consenting to or performing surgery or another medical procedure on a child, other than an intersex child, for the purpose of transitioning or gender reassignment
Note: no clear definition of “another medical procedure” 

The bill states that the delivery of prescription puberty suppressants by a person licenced under the Texas Pharmacy act (Subtitle J, Title 3, Occupations Code) does not qualify as child abuse on the part of the licenced professional.
This means that the pharmacist cannot be accused of child abuse. However, the person (for example the parent) administering the delivered substance or allowing it is susceptible to be charged with child abuse.",Texas,https://www.billtrack50.com/billdetail/1385652,6/8/2021,"Chris Paddie, Ana Hernandez, Joseph Deshotel, E. Sam Harless, Donna Howard, Todd Hunter, Phil King, Eddie Lucio, Will Metcalf, Richard Raymond, Matt Shaheen, Shelby Slawson, John Smithee","Tony Tinderholt, Steve Toth, Cody Vasut, Terry Wilson",,,
TX HB65,Failed,Introduced,"This bill criminalizes all trans-affirming healthcare for those under the age of 18, including puberty blockers. Exceptions are made for intersex individuals, and puberty normalizing efforts. Similar to SB22, SB17, and HB133",Texas,https://legiscan.com/TX/bill/HB65/2021/X3,14/9/2021,,"Matt Krause, Charles Anderson, David Cook, Will Metcalf, Jared Patterson, Dennis Paul",,,
TX HB68,Failed,Failed,,Texas,https://www.billtrack50.com/billdetail/1246574,31/5/2021,,"Greg Bonnen, Candy Noble, Valoree Swanson, Charles Anderson, Cecil Bell, Keith Bell, Kyle Biedermann, Brad Buckley, DeWayne Burns, Briscoe Cain, Jeff Cason, David Cook, Jay Dean, E. Sam Harless, Cody Harris, Cole Hefner, Justin Holland, Phil King, Matt Krause, Brooks Landgraf, Jeff Leach, Ben Leman, J.M. Lozano, Will Metcalf, Mayes Middleton, Andrew Murr, Tom Oliverson, Tan Parker, Jared Patterson, Dennis Paul, John Raney, Scott Sanford, Matt Schaefer, Matt Shaheen, Bryan Slaton, Reggie Smith, John Smithee, David Spiller, Phil Stephenson, Lynn Stucky, Ed Thompson, Tony Tinderholt, Steve Toth, Gary VanDeaver, Cody Vasut, James White, Terry Wilson",,,
TX HB84,Failed,Introduced,"This is a sports bill that requires a schools' and universities' interscholastic athletic program only allow students to participate on teams corresponding to their ""biological sex"", as determined by birth certificate or if unavailable, other similar government documentation. It explicitly states that only birth certificates that are from the time of birth or adjusted for clerical errors are valid for this determination. Female students may join a male teams if there are no female equivalents. Allows for those harmed by a failure to follow this ruling to sue for injunctive relief and attorney fees. Similar to SB3, HB10, SB27, and HB24",Texas,https://legiscan.com/TX/bill/HB84/2021/X3,20/9/2021,,"Valoree Swanson, Stephanie Klick, Ernest Bailes, Brad Buckley, Giovanni Caprigilone, Tom Craddick, James Frank, Kyle Kacal, John Kuempel, J.M. Lozano, Andrew Murr, Jared Patterson, Glenn Rogers, Hugh Shine, John Smithee, Ed Thompson, Cody Vasut, Cole Hefner, Steve Allison, Cecil Bell, DeWayne Burns, Jeff Cason, John Cyrier, John Frullo, Justin Holland, Ken King, Brooks Landgraf, Will Metcalf, Tom Oliverson, Dennis Paul, Scott Sanford, Bryan Slaton, David Spiller, Tony Tinderholt, James White, Geanie Morrison, Charles Anderson, Kyle Biedermann, Dustin Burrows, Travis Clardy, Drew Darby, E. Sam Harless, Lacey Hull, Phil King, Jeff Leach, Mayes Middleton, Chris Paddie, Four Price, Matt Schaefer, Shelby Slawson, Phil Stephenson, Steve Toth, Terry Wilson, Candy Noble, Trent Ashby, Greg Bonnen, Briscoe Cain, David Cook, Jay Dean, Cody Harris, Jacey Jetton, Matt Krause, Ben Leman, Jim Murphy, Tan Parker, John Raney, Matt Shaheen, Reggie Smith, Lynn Stucky, Gary VanDeaver, Keith Bell, Brian E. Harrison",,,
TX HB89,Failed,Introduced,"The bill adds the following as definitions of child abuse to the current text:
Performance by a medical or mental health professional of any act that sterilizes the child including: castration, vasectomy, hysterectomy, oophorectomy, metoidioplasty, orchiectomy, penectomy, phalloplasty, and vaginoplasty;
Performance of a mastectomy; 
Administration or supply of medications that induce temporary or permanent infertility: puberty-blocking medication to stop or delay normal puberty; supraphysiologic doses of testosterone to females; or supraphysiologic doses of estrogen to males
Note: supraphysiologic doses is not a valid concept and it contradicts current science on the subject
Removal of any otherwise healthy or non-diseased body part or tissue
so as to change or affirm a child ’s perception of their sex, if that perception is inconsistent with their biological sex as determined by the child ’s sex organs, chromosomes, and endogenous hormone profiles:
Note: Those definitions are inconsistent with current science. Moreover, this will greatly endanger trans children as they will be pushed to seek illegal procedures and treatments. If they do not, it will accentuate their dysphoria and dramatically worsen their mental health. 
",Texas,https://www.billtrack50.com/billdetail/1383083,7/7/2021,"Shawn Thierry, Angie Button, Sheryl Cole, Robert Guerra, Trey Martinez Fischer, Jim Murphy, Candy Noble, Eddie Rodriguez, Scott Sanford, Hugh Shine",Bryan Slaton,,,
TX HB90,Failed,Introduced,"Demographic: higher education students
The bill defines “correct biological sex” as the sex stated on the student’s birth certificate, BUT the sex on the birth certificate is deemed correct only if:
It was entered at or near the moment of birth
It was modified to rectify a clerical error only
This means legally modified sex on a birth certificate in the context of a transition will not be deemed “correct”
The Bill mandates that no student will be allowed to compete in an interscholastic (school or district approved) competition designed for the “incorrect” sex - see correct definition above
The Bill mandates that a student designated as female on their birth certificate shall only be allowed to participate in a competition destined to male students if there is no  competition destined to female students available.
With the previous definitions, we see how this radically excludes trans students from participating in competitive events according to their actual gender.",Texas,https://www.billtrack50.com/billdetail/1383239,7/7/2021,"Chris Turner, Cole Hefner, Briscoe Cain, Jasmine Crockett, Stan Lambert, Claudia Ordaz Perez, Jared Patterson, Hugh Shine, Senfronia Thompson",Bryan Slaton,,,
TX HB96,Failed,House Committee,"The bill defines “correct biological sex” as the sex stated on the student’s birth certificate, BUT the sex on the birth certificate is deemed correct only if:
It was entered at or near the moment of birth
It was modified to rectify a clerical error only
This means legally modified sex on a birth certificate in the context of a transition will not be deemed “correct”
The Bill mandates that no student will be allowed to compete in an interscholastic (school or district approved) competition designed for the “incorrect” sex - see correct definition above
The Bill mandates that a student designated as female on their birth certificate shall only be allowed to participate in a competition destined to male students if there is no  competition destined to female students available.
With the previous definitions, we see how this radically excludes trans students from participating in competitive events according to their actual gender.",Texas,https://www.billtrack50.com/billdetail/1385836,23/8/2021,"Harold Dutton, J.M. Lozano, Alma Allen, Steve Allison, Keith Bell, Diego Bernal, Brad Buckley, Mary Gonzalez, Dan Huberty, Ken King, Terry Meza, James Talarico, Gary VanDeaver","Candy Noble, Valoree Swanson, Charles Anderson, Cody Harris, Cole Hefner, Lacey Hull, Phil King, Ben Leman, Will Metcalf, Tom Oliverson, Dennis Paul, Shelby Slawson, David Spiller, Tony Tinderholt, Cody Vasut, James White",,,
TX HB100,Failed,Introduced,"Demographic: higher education students.
The bill defines “correct biological sex” as the sex stated on the student’s birth. certificate, BUT the sex on the birth certificate is deemed correct only if:
It was entered at or near the moment of birth
It was modified to rectify a clerical error only
This means legally modified sex on a birth certificate in the context of a transition will not be deemed “correct”.
The Bill mandates that no student will be allowed to compete in an interscholastic (school or district approved) competition designed for the “incorrect” sex - see correct definition above.
The Bill mandates that a student designated as female on their birth certificate shall only be allowed to participate in a competition destined to male students if there is no  competition destined to female students available.
With the previous definitions, we see how this radically excludes trans students from participating in competitive events according to their actual gender.",Texas,https://www.billtrack50.com/billdetail/1385847,7/8/2021,"Paul Bettencourt, José Menéndez, Sarah Eckhardt, Roland Gutierrez, Bob Hall, Robert Nichols, Angela Paxton, Drew Springer, Judith Zaffirini","Greg Bonnen, Stephanie Klick, Geanie Morrison, Candy Noble, Valoree Swanson, Steve Allison, Charles Anderson, Ernest Bailes, Cecil Bell, Keith Bell, Kyle Biedermann, Brad Buckley, DeWayne Burns, Dustin Burrows, Briscoe Cain, Giovanni Caprigilone, Jeff Cason, Travis Clardy, David Cook, Tom Craddick, John Cyrier, Drew Darby, Jay Dean, James Frank, John Frullo, E. Sam Harless, Cody Harris, Cole Hefner, Justin Holland, Lacey Hull, Jacey Jetton, Kyle Kacal, Ken King, Phil King, Matt Krause, John Kuempel, Stan Lambert, Brooks Landgraf, Jeff Leach, Ben Leman, J.M. Lozano, Will Metcalf, Mayes Middleton, Jim Murphy, Andrew Murr, Tom Oliverson, Chris Paddie, Tan Parker, Jared Patterson, Dennis Paul, Four Price, John Raney, Glenn Rogers, Scott Sanford, Matt Schaefer, Mike Schofield, Matt Shaheen, Hugh Shine, Bryan Slaton, Shelby Slawson, Reggie Smith, John Smithee, David Spiller, Phil Stephenson, Lynn Stucky, Ed Thompson, Tony Tinderholt, Steve Toth, Gary VanDeaver, Cody Vasut, James White, Terry Wilson",,,
TX HB102,Failed,Introduced,"Demographic: higher education students.
The bill defines “correct biological sex” as the sex stated on the student’s birth certificate, BUT the sex on the birth certificate is deemed correct only if:
It was entered at or near the moment of birth.
It was modified to rectify a clerical error only.
This means legally modified sex on a birth certificate in the context of a transition will not be deemed “correct”.
The Bill mandates that no student will be allowed to compete in an interscholastic (school or district approved) competition designed for the “incorrect” sex - see correct definition above.
The Bill mandates that a student designated as female on their birth certificate shall only be allowed to participate in a competition destined to male students if there is no  competition destined to female students available.
With the previous definitions, we see how this radically excludes trans students from participating in competitive events according to their actual gender.",Texas,https://www.billtrack50.com/billdetail/1385842,7/8/2021,"Stephanie Klick, Robert Guerra, Steve Allison, Elizabeth Campos, Garnet Coleman, Nicole Collier, Jacey Jetton, Tom Oliverson, Reggie Smith, Erin Zwiener",Bryan Slaton,,,
TX HB133,Failed,Introduced,"This bill criminalizes all trans-affirming healthcare for those under the age of 18, including puberty blockers. Exceptions are made for intersex individuals. Similar to SB22, SB17, and HB65",Texas,https://www.billtrack50.com/billdetail/1385949,9/8/2021,"Stephanie Klick, Robert Guerra, Steve Allison, Elizabeth Campos, Garnet Coleman, Nicole Collier, Jacey Jetton, Tom Oliverson, Reggie Smith, Erin Zwiener",Matt Krause,,,
TX HB142,Failed,Introduced,"This bill would allow medical providers to decline to perform 
procedures on the basis of ""conscience"".",Texas,https://www.billtrack50.com/billdetail/1385962,10/8/2021,"Briscoe Cain, Jessica Gonzalez, Michelle Beckley, John Bucy, Travis Clardy, Art Fierro, Jacey Jetton, Mike Schofield, Valoree Swanson","Tom Oliverson, Will Metcalf, Tony Tinderholt",,,
TX HB166,Failed,Introduced,"This bill would ban all trans-affirming medical care for those under the age of 18, including the usage of puberty blockers.",Texas,https://www.billtrack50.com/billdetail/1383423,8/7/2021,"Senfronia Thompson, John Kuempel, Drew Darby, Art Fierro, Charlie Geren, Craig Goldman, Ryan Guillen, Ana Hernandez, Dan Huberty","Greg Bonnen, Stephanie Klick, Geanie Morrison, Candy Noble, Valoree Swanson, Steve Allison, Charles Anderson, Ernest Bailes, Cecil Bell, Keith Bell, Kyle Biedermann, Brad Buckley, Dustin Burrows, Briscoe Cain, Giovanni Caprigilone, Jeff Cason, Travis Clardy, David Cook, Tom Craddick, John Cyrier, Drew Darby, Jay Dean, James Frank, John Frullo, E. Sam Harless, Cody Harris, Cole Hefner, Justin Holland, Lacey Hull, Jacey Jetton, Kyle Kacal, Ken King, Phil King, Matt Krause, John Kuempel, Stan Lambert, Brooks Landgraf, Jeff Leach, Ben Leman, J.M. Lozano, Will Metcalf, Mayes Middleton, Jim Murphy, Andrew Murr, Tom Oliverson, Chris Paddie, Tan Parker, Jared Patterson, Dennis Paul, Four Price, John Raney, Glenn Rogers, Scott Sanford, Matt Schaefer, Mike Schofield, Matt Shaheen, Hugh Shine, Bryan Slaton, Reggie Smith, John Smithee, David Spiller, Phil Stephenson, Lynn Stucky, Ed Thompson, Tony Tinderholt, Steve Toth, Gary VanDeaver, Cody Vasut, James White, Terry Wilson, Trent Ashby, Craig Goldman, Dan Huberty",,,
TX HB179,Failed,Introduced,"A sports bill mandating that all primary and secondary school athletics be either designated for one sex or as coed. A specific clause prohibits ""biological males"" from participating on ""biologically female"" teams. ",Texas,https://www.billtrack50.com/billdetail/1383433,8/7/2021,"Nicole Collier, Keith Bell, Jeff Cason, David Cook, Jasmine Crockett, Gina Hinojosa, Ann Johnson, Andrew Murr, Cody Vasut","Valoree Swanson, Will Metcalf, Tony Tinderholt, Cody Vasut",,,
TX HB181,Failed,Introduced,"This bill would add trans-affirming healthcare, including puberty blockers, to the legal definition of child abuse with the exception of “correcting” intersex children.",Texas,https://www.billtrack50.com/billdetail/1383494,9/7/2021,"Harold Dutton, J.M. Lozano, Alma Allen, Steve Allison, Keith Bell, Diego Bernal, Mary Gonzalez, Dan Huberty, Ken King, Terry Meza, James Talarico, Gary VanDeaver","Will Metcalf, Tony Tinderholt, Steve Toth, Cody Vasut",,,
TX HB185,Failed,Introduced,"This bill would require all schools, including universities and colleges, to only allow students to participate in athletics based on their ""biological sex"", which is to be determined by birth certificate that has explicitly not been altered to reflect gender status.",Texas,https://www.billtrack50.com/billdetail/1383513,9/7/2021,"James White, Rhetta Bowers, Vikki Goodwin, E. Sam Harless, Cole Hefner, Eddie Morales, Jared Patterson, Matt Schaefer, Tony Tinderholt","Greg Bonnen, Valoree Swanson, Will Metcalf, Tony Tinderholt, Cody Vasut",,,
TX HB187,Failed,Introduced,"This is a sports bill that requires a school's athletic program only allow students to participate on teams corresponding to their ""biological sex"", as determined by birth certificate. It explicitly states that only birth certificates that are from the time of birth or adjusted for clerical errors are valid for this determination.",Texas,https://www.billtrack50.com/billdetail/1383461,9/7/2021,"Bryan Hughes, Brian Birdwell, Donna Campbell, Bob Hall, ""Eduardo A. (Eddie) Lucio, Jr."", Jane Nelson, Beverly Powell, Charles Schwertner, Judith Zaffirini","Greg Bonnen, Stephanie Klick, Geanie Morrison, Candy Noble, Valoree Swanson, Steve Allison, Charles Anderson, Ernest Bailes, Cecil Bell, Keith Bell, Kyle Biedermann, Brad Buckley, DeWayne Burns, Dustin Burrows, Briscoe Cain, Giovanni Caprigilone, Jeff Cason, Travis Clardy, David Cook, Tom Craddick, John Cyrier, Drew Darby, Jay Dean, James Frank, John Frullo, E. Sam Harless, Cody Harris, Cole Hefner, Justin Holland, Lacey Hull, Jacey Jetton, Kyle Kacal, Ken King, Matt Krause, John Kuempel, Stan Lambert, Brooks Landgraf, Jeff Leach, Ben Leman, J.M. Lozano, Will Metcalf, Mayes Middleton, Jim Murphy, Andrew Murr, Tom Oliverson, Chris Paddie, Tan Parker, Jared Patterson, Dennis Paul, Four Price, John Raney, Glenn Rogers, Scott Sanford, Matt Schaefer, Mike Schofield, Matt Shaheen, Hugh Shine, Bryan Slaton, Shelby Slawson, Reggie Smith, John Smithee, David Spiller, Phil Stephenson, Lynn Stucky, Ed Thompson, Tony Tinderholt, Steve Toth, Gary VanDeaver, Cody Vasut, James White, Terry Wilson",,,
TX HB210,Failed,Introduced,This bill would allow physicians to decline any non-emergency medical care based on matters of conscience.,Texas,https://www.billtrack50.com/billdetail/1383515,9/7/2021,"James White, Rhetta Bowers, Vikki Goodwin, E. Sam Harless, Cole Hefner, Eddie Morales, Jared Patterson, Matt Schaefer, Tony Tinderholt","Stephanie Klick, Candy Noble, David Cook, Cole Hefner, Matt Krause, Will Metcalf, Tom Oliverson, Four Price, Scott Sanford, Shelby Slawson, Tony Tinderholt, Cody Vasut, Terry Wilson",,,
TX HB212,Failed,Introduced,"This bill would require that students participate in athletics based only on their ""biological sex"", as determined by a birth certificate made near the time or birth or corrected for clerical errors only.",Texas,https://www.billtrack50.com/billdetail/1383489,9/7/2021,"Nicole Collier, Keith Bell, Jeff Cason, David Cook, Jasmine Crockett, Gina Hinojosa, Ann Johnson, Andrew Murr, Cody Vasut","Candy Noble, Valoree Swanson, Briscoe Cain, Cody Harris, Cole Hefner, Matt Krause, Ben Leman, Will Metcalf, Tan Parker, Jared Patterson, Scott Sanford, Tony Tinderholt, Cody Vasut",,,
TX HB217,Failed,Introduced,"This bill mandates that birth certificates be based on a child's 
""biological sex"" and may not be corrected except in cases of clerical errors or intersex conditions.",Texas,https://www.billtrack50.com/billdetail/1383466,9/7/2021,"Lois W. Kolkhorst, Charles Perry, César Blanco, Dawn Buckingham, Donna Campbell, Bob Hall, Borris L. Miles, Beverly Powell, Kel Seliger","Greg Bonnen, Stephanie Klick, Candy Noble, Briscoe Cain, David Cook, James Frank, Justin Holland, Lacey Hull, Mayes Middleton, Jim Murphy, Glenn Rogers, Shelby Slawson, Reggie Smith, David Spiller, Tony Tinderholt, Cody Vasut",,,
TX HB274,Failed,Introduced,"This bill would mandate that all scholastic athletics, including university and college level athletics, be participated in based on ""biological sex"", as determined by birth certificate. Birth certificates may only be altered in the case of intersex conditions or clerical errors.",Texas,https://www.billtrack50.com/billdetail/1383869,15/7/2021,"James White, Rhetta Bowers, Vikki Goodwin, E. Sam Harless, Cole Hefner, Eddie Morales, Jared Patterson, Matt Schaefer, Tony Tinderholt","Greg Bonnen, Stephanie Klick, Candy Noble, Valoree Swanson, Steve Allison, Charles Anderson, Ernest Bailes, Cecil Bell, Keith Bell, Kyle Biedermann, Brad Buckley, DeWayne Burns, Dustin Burrows, Briscoe Cain, Giovanni Caprigilone, Jeff Cason, Travis Clardy, David Cook, Tom Craddick, John Cyrier, Drew Darby, Jay Dean, James Frank, John Frullo, E. Sam Harless, Cody Harris, Cole Hefner, Justin Holland, Lacey Hull, Jacey Jetton, Kyle Kacal, Ken King, Phil King, Matt Krause, John Kuempel, Stan Lambert, Brooks Landgraf, Jeff Leach, Ben Leman, J.M. Lozano, Will Metcalf, Mayes Middleton, Jim Murphy, Andrew Murr, Tom Oliverson, Chris Paddie, Tan Parker, Jared Patterson, Dennis Paul, Four Price, John Raney, Glenn Rogers, Scott Sanford, Matt Schaefer, Mike Schofield, Matt Shaheen, Hugh Shine, Bryan Slaton, Shelby Slawson, Reggie Smith, John Smithee, David Spiller, Phil Stephenson, Lynn Stucky, Ed Thompson, Tony Tinderholt, Steve Toth, Gary VanDeaver, Cody Vasut, James White, Terry Wilson",,,
TX HB610,Failed,Failed,,Texas,https://www.billtrack50.com/billdetail/1247864,31/5/2021,,"Valoree Swanson, Briscoe Cain, Cody Vasut",,,
TX HB1458,Failed,Failed,,Texas,https://www.billtrack50.com/billdetail/1293355,31/5/2021,,"Greg Bonnen, Stephanie Klick, Geanie Morrison, Candy Noble, Valoree Swanson, Steve Allison, Charles Anderson, Ernest Bailes, Cecil Bell, Keith Bell, Kyle Biedermann, Brad Buckley, DeWayne Burns, Dustin Burrows, Briscoe Cain, Giovanni Caprigilone, Jeff Cason, Travis Clardy, David Cook, Tom Craddick, John Cyrier, Drew Darby, Jay Dean, James Frank, John Frullo, E. Sam Harless, Cody Harris, Cole Hefner, Justin Holland, Lacey Hull, Jacey Jetton, Kyle Kacal, Ken King, Phil King, Matt Krause, John Kuempel, Stan Lambert, Jeff Leach, Ben Leman, J.M. Lozano, Will Metcalf, Mayes Middleton, Jim Murphy, Andrew Murr, Tom Oliverson, Chris Paddie, Tan Parker, Jared Patterson, Dennis Paul, Four Price, John Raney, Glenn Rogers, Scott Sanford, Matt Schaefer, Mike Schofield, Matt Shaheen, Hugh Shine, Bryan Slaton, Shelby Slawson, Reggie Smith, John Smithee, David Spiller, Phil Stephenson, Lynn Stucky, Ed Thompson, Tony Tinderholt, Steve Toth, Gary VanDeaver, Cody Vasut, James White, Terry Wilson, Trent Ashby, Charlie Geren, Lyle Larson",,,
TX HB2693,Failed,Failed,,Texas,https://www.billtrack50.com/billdetail/1336313,31/5/2021,,"Greg Bonnen, Valoree Swanson, Cecil Bell, Keith Bell, Kyle Biedermann, Brad Buckley, Dustin Burrows, Briscoe Cain, Cody Harris, Cole Hefner, Jacey Jetton, Phil King, Matt Krause, Ben Leman, Will Metcalf, Jim Murphy, Andrew Murr, Tom Oliverson, Jared Patterson, Dennis Paul, Mike Schofield, Bryan Slaton, Shelby Slawson, David Spiller, Ed Thompson, Steve Toth, Cody Vasut, Terry Wilson",,,
TX HB3455,Failed,Failed,,Texas,https://www.billtrack50.com/billdetail/1342075,31/5/2021,,James White,,,
TX HB4014,Failed,Failed,,Texas,https://www.billtrack50.com/billdetail/1344353,31/5/2021,,"Greg Bonnen, DeWayne Burns, Jeff Cason, Tom Craddick, Jay Dean, Cole Hefner, Jacey Jetton, Phil King, Brooks Landgraf, Andrew Murr, Tom Oliverson, Jared Patterson, Bryan Slaton, Tony Tinderholt, Gary VanDeaver, Cody Vasut, James White",,,
TX HB4042,Failed,Failed,,Texas,https://www.billtrack50.com/billdetail/1344529,31/5/2021,,"Greg Bonnen, Candy Noble, Valoree Swanson, Cecil Bell, Keith Bell, Brad Buckley, Briscoe Cain, Giovanni Caprigilone, Jeff Cason, David Cook, Tom Craddick, James Frank, Cody Harris, Cole Hefner, Lacey Hull, Jacey Jetton, Jeff Leach, Ben Leman, Will Metcalf, Mayes Middleton, Tom Oliverson, Chris Paddie, Jared Patterson, Dennis Paul, Glenn Rogers, Scott Sanford, Matt Schaefer, Matt Shaheen, Bryan Slaton, Shelby Slawson, Reggie Smith, David Spiller, Phil Stephenson, Ed Thompson, Tony Tinderholt, Steve Toth, Cody Vasut, James White, Terry Wilson",,,
TX HB4043,Failed,Failed,,Texas,https://www.billtrack50.com/billdetail/1344542,31/5/2021,,Cole Hefner,,,
TX SB2,Failed,Crossed over,"This bill would require that students participate in school athletics only on the basis of ""biological sex"", as determined by the students' birth certificate. Birth certificates are only valid if they are from around the time of birth or if they have been corrected to reflect clerical errors.",Texas,https://www.billtrack50.com/billdetail/1385726,2/9/2021,"Harold Dutton, J.M. Lozano, Alma Allen, Steve Allison, Keith Bell, Diego Bernal, Brad Buckley, Mary Gonzalez, Dan Huberty, Ken King, Terry Meza, James Talarico, Gary VanDeaver","Paul Bettencourt, Brian Birdwell, Dawn Buckingham, Donna Campbell, Brandon Creighton, Bob Hall, Bryan Hughes, Lois W. Kolkhorst, Angela Paxton, Charles Perry, Charles Schwertner, Drew Springer, Larry Taylor",,,
TX SB3,Failed,Crossed over,"This bill would require that a school's interscholastic athletic program only allow students to participate on teams corresponding to their ""biological sex"", as determined by birth certificate. It explicitly states that only birth certificates that are from the time of birth or adjusted for clerical errors are valid for this determination. Also says Universities must adopt rules in accordance with this bill.",Texas,https://legiscan.com/TX/bill/SB3/2021/X3,27/9/2021,"Harold Dutton, J.M. Lozano, Alma Allen, Steve Allison, Keith Bell, Diego Bernal, Brad Buckley, Mary Gonzalez, Dan Huberty, Ken King, Terry Meza, James Talarico, Gary VanDeaver","Charles Perry, Brian Birdwell, Dawn Buckingham, Brandon Creighton, Bob Hall, Lois W. Kolkhorst, Angela Paxton, Drew Springer",,,
TX SB17,Failed,Introduced,"This bill would ban all trans-affirming healthcare, including puberty blockers, for those under the age of 18. Exceptions are made for intersex individuals.",Texas,https://legiscan.com/TX/bill/SB17/2021/X3,8/9/2021,"Bryan Hughes, Bob Hall, Robert Nichols, Brandon Creighton, Charles Schwertner, Carol Alvarado, Paul Bettencourt, Angela Paxton, Kelly Hancock, Beverly Powell, Larry Taylor, Jane Nelson, Borris L. Miles, Sarah Eckhardt, John Whitmire, Nathan Johnson, Joan Huffman, Lois W. Kolkhorst, Roland Gutierrez, ""Juan """"Chuy"""" Hinojosa"", Judith Zaffirini, Brian Birdwell, Royce West, Dawn Buckingham, Donna Campbell, José Menéndez, ""Eduardo A. (Eddie) Lucio, Jr."", Charles Perry, César Blanco, Drew Springer, Kel Seliger",Bob Hall,,,
TX SB18,Failed,Introduced,"This bill would ban all trans-affirming healthcare, including puberty blockers, for those under the age of 18. Exceptions are made for intersex individuals.",Texas,https://www.billtrack50.com/billdetail/1383107,7/7/2021,"Bryan Hughes, Bob Hall, Robert Nichols, Brandon Creighton, Charles Schwertner, Carol Alvarado, Paul Bettencourt, Angela Paxton, Kelly Hancock, Beverly Powell, Larry Taylor, Jane Nelson, Borris L. Miles, Sarah Eckhardt, John Whitmire, Nathan Johnson, Joan Huffman, Lois W. Kolkhorst, Roland Gutierrez, ""Juan """"Chuy"""" Hinojosa"", Judith Zaffirini, Brian Birdwell, Royce West, Dawn Buckingham, Donna Campbell, José Menéndez, ""Eduardo A. (Eddie) Lucio, Jr."", Charles Perry, César Blanco, Drew Springer, Kel Seliger",Bob Hall,,,
TX SB22,Failed,Introduced,"This bill criminalizes all trans-affirming healthcare for those under the age of 18, including puberty blockers. Exceptions are made for intersex individuals, and puberty normalizing efforts. Also bans all public funds for said health care. Similar to HB133, HB65, and SB17",Texas,https://www.billtrack50.com/billdetail/1385742,6/8/2021,"Bryan Hughes, Bob Hall, Robert Nichols, Brandon Creighton, Charles Schwertner, Carol Alvarado, Paul Bettencourt, Angela Paxton, Kelly Hancock, Beverly Powell, Larry Taylor, Jane Nelson, Borris L. Miles, Sarah Eckhardt, John Whitmire, Nathan Johnson, Joan Huffman, Lois W. Kolkhorst, Roland Gutierrez, ""Juan """"Chuy"""" Hinojosa"", Judith Zaffirini, Brian Birdwell, Royce West, Dawn Buckingham, Donna Campbell, José Menéndez, ""Eduardo A. (Eddie) Lucio, Jr."", Charles Perry, César Blanco, Drew Springer, Kel Seliger",Bob Hall,,,
